id, created_time, status_type,link, likes, shares, comments
124955570892789_1001401053248232, 2016-03-12T23:46:04+0000, added_video, https://www.facebook.com/berniesanders/videos/1001401053248232/,46082, 17583, 2030
124955570892789_1001257523262585, 2016-03-12T20:22:15+0000, added_video, https://www.facebook.com/berniesanders/videos/1001257523262585/,70450, 90170, 2765
124955570892789_1000389016682769, 2016-03-12T16:56:00+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1000389016682769/?type=3,6360, 871, 805
124955570892789_1001115983276739, 2016-03-12T15:07:53+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1001115983276739/?type=3,170474, 40985, 3487
124955570892789_1000750939979910, 2016-03-12T02:58:51+0000, mobile_status_update, null,267787, 79647, 8290
124955570892789_1000694179985586, 2016-03-12T00:40:43+0000, shared_story, https://www.facebook.com/berniesanders/videos/901074399947565/,24561, 7, 1416
124955570892789_1000384776683193, 2016-03-11T20:02:01+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/1000384776683193/?type=3,6876, 2250, 485
124955570892789_1000384126683258, 2016-03-11T17:41:00+0000, shared_story, https://www.instagram.com/p/BCy6IkYgwU/?takenby=berniesanders,100788, 8568, 2453
124955570892789_1000367420018262, 2016-03-11T15:18:58+0000, added_video, https://www.facebook.com/berniesanders/videos/1000367420018262/,100809, 55983, 2251
124955570892789_1000092583379079, 2016-03-11T04:16:34+0000, shared_story, https://www.facebook.com/MidwestForBernie/videos/345691355555221/,14068, 2, 640
124955570892789_1000010653387272, 2016-03-11T01:13:15+0000, shared_story, http://www.nytimes.com/2016/03/10/opinion/alessoninhillaryclintonslossinmichigan.html,15132, 1948, 915
124955570892789_999704763417861, 2016-03-10T21:21:00+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/999704763417861/?type=3,40622, 9202, 1375
124955570892789_999704293417908, 2016-03-10T18:20:00+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/999704293417908/?type=3,66772, 14329, 2121
124955570892789_999692506752420, 2016-03-10T16:02:52+0000, added_video, https://www.facebook.com/berniesanders/videos/999692506752420/,53956, 20200, 2128
124955570892789_999371140117890, 2016-03-10T04:50:09+0000, added_video, https://www.facebook.com/berniesanders/videos/999371140117890/,67668, 15619, 2588
124955570892789_999328810122123, 2016-03-10T03:27:00+0000, mobile_status_update, null,85017, 7118, 1373
124955570892789_999271886794482, 2016-03-10T01:43:35+0000, added_video, https://www.facebook.com/berniesanders/videos/999271886794482/,24294, 4653, 729
124955570892789_999080570146947, 2016-03-09T22:12:00+0000, shared_story, https://secure.actblue.com/contribute/page/next5states?refcode=fb160309,69730, 4901, 1547
124955570892789_998991156822555, 2016-03-09T19:49:01+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/998991156822555/?type=3,11609, 2377, 535
124955570892789_998987500156254, 2016-03-09T17:21:00+0000, shared_story, https://go.berniesanders.com/page/content/volunteerhub/?source=fb160309,14263, 1453, 745
124955570892789_998934993494838, 2016-03-09T14:50:13+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/998934993494838/?type=3,52372, 4371, 943
124955570892789_998681570186847, 2016-03-09T04:43:25+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/998681570186847/?type=3,275329, 73225, 7158
124955570892789_998549693533368, 2016-03-08T23:43:06+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/998549693533368/?type=3,198513, 66472, 3861
124955570892789_998377410217263, 2016-03-08T19:33:00+0000, added_video, https://www.facebook.com/berniesanders/videos/998377410217263/,51254, 8205, 1144
124955570892789_998254946896176, 2016-03-08T16:39:39+0000, shared_story, http://votetracker.berniesanders.com/,3516, 2, 492
124955570892789_998111460243858, 2016-03-08T14:10:05+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/998110946910576/?type=3,24551, 3771, 1047
124955570892789_997640646957606, 2016-03-08T03:12:00+0000, shared_story, https://www.facebook.com/MidwestForBernie/videos/345163532274670/,13886, null, 883
124955570892789_997575843630753, 2016-03-08T01:01:28+0000, shared_story, http://www.freep.com/story/opinion/contributors/2016/03/05/ustradepoliciesproveddisastrousdetroitflint/81339976/,7824, 1033, 461
124955570892789_997249726996698, 2016-03-07T21:21:14+0000, added_video, https://www.facebook.com/berniesanders/videos/997249726996698/,45409, 10231, 1470
124955570892789_997249446996726, 2016-03-07T17:40:59+0000, mobile_status_update, null,52031, 11420, 1565
124955570892789_997190883669249, 2016-03-07T17:02:00+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/997189593669378/?type=3,13260, 3324, 587
124955570892789_995432570511747, 2016-03-07T14:41:15+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/995432570511747/?type=3,23416, 4471, 923
124955570892789_996934473694890, 2016-03-07T04:08:04+0000, shared_story, https://bangordailynews.com/2016/03/06/politics/berniesandershandilydefeatshillaryclintoninmainecaucuses/,121299, 6502, 2052
124955570892789_996862047035466, 2016-03-07T01:52:55+0000, added_photos, https://www.facebook.com/berniesanders/photos/a.324119347643076.89553.124955570892789/996862047035466/?type=3,26022, 5350, 1118
